borough,time_of_day,incident_severity_level,call_volume_density,response_minutes
BRONX,night,4,0.6909912609605606,12.938751132027734
BROOKLYN,day,2,0.8533070162228055,19.137518809241488
BROOKLYN,day,2,0.4359838657293469,13.198458823499273
BROOKLYN,day,2,0.8871188290463806,17.724545681532113
BROOKLYN,day,4,0.2920119171041139,10.716130807323603
BROOKLYN,day,2,0.39285138120511554,13.189971835713902
QUEENS,night,3,0.23566329372805156,13.5254886179555
QUEENS,night,3,0.6585032758770988,12.849229770805154
BRONX,night,3,0.47788263178327617,13.10022903782207
BROOKLYN,day,3,0.6519550121577088,16.327283288391268
QUEENS,night,4,0.7855074148547653,14.481052608670453
QUEENS,night,1,0.5911327144296536,15.912553008011052
BROOKLYN,day,2,0.664867319411609,17.740624627288224
QUEENS,day,2,0.9417252829548997,18.268955713596714
MANHATTAN,day,2,0.3691578786479588,18.499168885745494
BROOKLYN,night,2,0.4232475447705578,15.835837540290592
MANHATTAN,day,2,0.7459330255384032,17.979074480717383
BROOKLYN,night,3,0.6501749653498481,14.198334926230705
BROOKLYN,day,3,0.26067961408574336,11.801325451210646
QUEENS,night,3,0.4385325790094412,12.059538848999578
STATEN ISLAND,day,4,0.5210542118122434,12.832170953473888
QUEENS,day,2,0.4774508541715504,14.924994450134843
QUEENS,day,2,0.26044732748983673,14.171204177453616
BROOKLYN,day,3,0.9319870826058361,18.875013156914996
QUEENS,night,1,0.7860868855245783,15.6794077852608
MANHATTAN,day,1,0.5332202488970671,19.900580135471387
MANHATTAN,night,3,0.7120549254761529,16.39483330973499
BROOKLYN,day,5,0.9075544049219696,14.221161677961335
BROOKLYN,day,4,0.2225567281254141,9.85253486671729
MANHATTAN,day,1,0.3253357456362799,16.108533068497596
MANHATTAN,day,4,0.5884311225309805,14.51141736422696
MANHATTAN,night,4,0.8191093342171227,18.28572803280906
STATEN ISLAND,day,3,0.13262940589737465,11.466067113710816
BROOKLYN,night,4,0.9856163351767244,17.32513368435096
BROOKLYN,night,3,0.5094159425941575,14.08080210254832
MANHATTAN,day,2,0.4233080265595507,15.331257103134325
QUEENS,day,3,0.36345199405579465,11.625472019467873
MANHATTAN,night,3,0.2569210368857845,12.784058270121573
MANHATTAN,night,3,0.8124165180370251,14.51736844743603
BROOKLYN,night,3,0.9598727482714868,16.369269652294744
MANHATTAN,day,5,0.47228027936085837,10.897398028573766
MANHATTAN,night,5,0.9571786252781106,14.51123125503391
MANHATTAN,day,4,0.8414178538915308,15.7273161819917
MANHATTAN,night,4,0.5329460147286865,13.999090138087194
MANHATTAN,night,5,0.7066235612135194,13.075142700956324
BROOKLYN,day,1,0.4914857612534167,16.696925744535903
BRONX,day,2,0.6028510673912971,13.86250156612481
BROOKLYN,day,3,0.15224170331665343,11.299200741476096
BROOKLYN,day,4,0.7266371277704798,12.956200565283712
MANHATTAN,night,3,0.14754218003572306,13.218304268166523
BRONX,day,4,0.8353764522276845,15.621091815512381
BROOKLYN,day,2,0.8424522365145017,19.202224817816187
MANHATTAN,day,2,0.31336955880059314,16.245245415557243
QUEENS,night,4,0.3912965029322203,10.983196386516445
MANHATTAN,day,2,0.533179340702464,16.13931903599494
BROOKLYN,day,3,0.6369966162392333,14.243954701154538
BROOKLYN,day,2,0.3586182955677971,13.122020221268581
BRONX,night,2,0.6332377641687326,17.606269907706192
BROOKLYN,night,4,0.368008365906369,11.582401132875429
QUEENS,day,3,0.14994164896395462,9.679012365920656
STATEN ISLAND,day,3,0.10227479484871806,9.072996515664384
MANHATTAN,day,1,0.19103595212658575,15.101365541103744
MANHATTAN,day,4,0.8130256301476164,15.43629597797766
BROOKLYN,day,3,0.9652881811450034,18.55533459872734
BROOKLYN,night,3,0.48426957935309733,13.730164806280433
BROOKLYN,day,4,0.5614155581049485,10.346160909941787
BRONX,night,2,0.23216335216608353,13.582045386888838
QUEENS,day,4,0.5959282174121413,12.286100733062284
QUEENS,night,3,0.23018941180627916,11.426326899618187
BROOKLYN,night,3,0.6500928980789471,14.472650437742313
BRONX,day,2,0.9399328008227684,18.67049010221901
STATEN ISLAND,day,5,0.27612868537273566,8.074205793101584
BRONX,day,4,0.7881073462513918,14.192901373682071
MANHATTAN,day,2,0.12115218053649164,14.582658807218754
QUEENS,day,2,0.4379475171894589,14.13085947395406
MANHATTAN,day,4,0.19967365704745815,10.813975967167693
MANHATTAN,night,3,0.41722789743612954,16.068129280837322
MANHATTAN,day,4,0.2561832276749952,12.43641747154599
QUEENS,night,3,0.4359744911105987,14.02616946535025
QUEENS,day,4,0.47577052549677734,13.163833918129933
MANHATTAN,night,3,0.3705320105028266,14.739591085018134
BROOKLYN,day,2,0.6909597545258163,18.20530481938121
BROOKLYN,night,3,0.9269668461330187,15.13007030538031
BROOKLYN,day,5,0.4605358366947452,11.038467584911077
MANHATTAN,day,2,0.2731088408275193,14.855945311201683
BROOKLYN,day,3,0.343650482376385,15.246949044526275
QUEENS,day,3,0.868600741146732,16.95907945561772
MANHATTAN,day,3,0.6144757509431331,14.937558152178548
MANHATTAN,day,4,0.5095099290762616,13.859167529230746
BROOKLYN,day,4,0.23467304935803404,11.12659242096631
BRONX,night,1,0.5047545774914037,17.7261024734768
QUEENS,day,5,0.35064280302164796,8.05656725639113
QUEENS,day,4,0.9488468150680143,15.199524056227963
BROOKLYN,night,4,0.8956630984741581,14.948028520936147
BROOKLYN,day,3,0.1755122876453782,12.479769586561678
MANHATTAN,day,4,0.5649881403351186,12.903160714031667
QUEENS,day,2,0.3025525109632049,13.064515515584914
BRONX,night,2,0.46969938057186156,16.761656398157143
QUEENS,night,4,0.8891631984263108,13.117703719762826
BRONX,night,2,0.5747630678996903,14.862654660097531
QUEENS,day,1,0.40079376403368383,15.943261957560251
MANHATTAN,night,4,0.28709951869449735,11.039878421291087
BRONX,day,4,0.8202923734658403,13.369866068812602
MANHATTAN,day,2,0.6620662138279124,17.729521555331385
BROOKLYN,day,4,0.521258914383608,10.982103915209008
MANHATTAN,day,3,0.29573591847668024,12.412728788202054
MANHATTAN,day,3,0.4008217367414182,16.77025598832759
BROOKLYN,day,4,0.9638590840646667,16.216454117183144
MANHATTAN,day,3,0.5680809438452509,14.496650112270236
BROOKLYN,day,2,0.4606293531189276,16.095948889192467
BROOKLYN,night,2,0.5692798381134915,16.98111552012165
MANHATTAN,day,3,0.8010896553096478,18.100380063620996
MANHATTAN,night,3,0.4060980428525819,14.187050043193706
BROOKLYN,day,4,0.260835508839348,12.26722805078323
BROOKLYN,night,4,0.626442506505143,11.025740462424823
QUEENS,day,3,0.6986836931329604,13.473874248793338
QUEENS,day,4,0.7414462026626947,13.616045999391261
BRONX,day,2,0.8937888316895167,18.50518764535121
QUEENS,day,1,0.43405670862020174,15.127229860828942
BROOKLYN,night,4,0.16781940660600264,10.802130132454808
QUEENS,day,1,0.962513725267848,18.9077309158163
MANHATTAN,day,2,0.49151073469372764,16.16246886243663
BROOKLYN,night,3,0.6609317587058182,16.52578499238583
QUEENS,night,3,0.699674790815463,15.838611136566827
BROOKLYN,day,4,0.5918623378310832,12.050632803066126
QUEENS,day,2,0.2847317767626431,12.382054794533058
BRONX,day,1,0.7796287451045273,18.474178768515447
BRONX,day,2,0.8233767768736735,17.619853488271367
BRONX,day,3,0.5976780274156959,13.795428991912335
BROOKLYN,night,3,0.5397050445263574,15.756853720780924
BROOKLYN,day,3,0.20254436481518678,12.73340618134898
BROOKLYN,day,4,0.17555649534980544,11.02841935162305
BROOKLYN,day,5,0.4056083610071759,8.916607751812677
QUEENS,night,2,0.379761539965654,15.669198870637288
QUEENS,night,3,0.9582908058669442,13.044687651446306
QUEENS,day,3,0.8052604681990868,16.435059585513308
BROOKLYN,night,5,0.6939318657331539,13.431731212470426
MANHATTAN,day,5,0.5658832801158445,11.659359896019435
BROOKLYN,day,2,0.2506307776539862,15.75659231544782
MANHATTAN,day,4,0.9806110049658555,16.398254468732844
BRONX,day,3,0.437536628416189,13.61890612869816
BROOKLYN,day,1,0.19623304220252033,15.882949319201444
MANHATTAN,night,1,0.5444190061441715,22.26261343411038
MANHATTAN,day,3,0.8865982104517749,19.07620905763614
QUEENS,night,3,0.8985619015995965,16.882009801252877
QUEENS,day,1,0.10986932445080254,13.018785225008783
BROOKLYN,day,3,0.8976661702762597,17.00713789737108
MANHATTAN,day,2,0.34433579574987266,14.562433759758509
BROOKLYN,day,3,0.13507512757158077,12.864521345954651
BROOKLYN,day,2,0.863011243326587,18.378133452504645
QUEENS,day,2,0.8774800803893874,16.154194506994344
QUEENS,day,3,0.636607971858115,14.43530131717995
BROOKLYN,day,2,0.6169903815667225,15.591136516524132
MANHATTAN,night,3,0.8318082453592774,17.28821306044036
STATEN ISLAND,day,2,0.8076785974392519,15.21901810371683
BROOKLYN,day,3,0.9010949260984337,16.890102179672795
QUEENS,day,2,0.5974727028370331,16.58413640276283
MANHATTAN,night,3,0.9708823834595278,17.9470731021768
BROOKLYN,night,4,0.9965321478400045,15.408393040353165
MANHATTAN,day,2,0.20489014899876934,14.875717433760958
BROOKLYN,day,3,0.8645893835987098,17.456450138343037
STATEN ISLAND,day,1,0.5498400319737301,14.845340283971133
BROOKLYN,night,3,0.4488097044698489,14.230050464700259
MANHATTAN,night,2,0.6517650788944435,19.11752199563476
MANHATTAN,day,3,0.15036900153580635,13.3657868659148
BROOKLYN,day,3,0.5558150068903719,14.68210252078809
MANHATTAN,day,5,0.883801513024,15.012394842694674
MANHATTAN,night,3,0.2921153645250719,14.141745616736186
QUEENS,day,3,0.48375090529248266,14.248702215392914
BROOKLYN,day,3,0.9455327989433879,14.71724525995249
MANHATTAN,day,5,0.4857074540251276,9.79295109076741
BRONX,night,4,0.4225308690991585,13.052245628524414
MANHATTAN,night,2,0.49648298331104046,14.720804380128035
STATEN ISLAND,night,4,0.5675074898658007,11.970645046990748
BROOKLYN,day,3,0.668792209718322,14.924689775930343
BRONX,night,4,0.820623520825058,13.238625790647681
QUEENS,day,4,0.5068919851878828,12.314377612298205
BRONX,day,2,0.8357328415811263,17.973503674737206
STATEN ISLAND,day,4,0.5803485952168725,14.104677051425323
MANHATTAN,night,2,0.40463245933117986,15.180337540209603
STATEN ISLAND,day,2,0.6921557453074728,17.227144488581583
BROOKLYN,night,2,0.7459500292691422,17.871582687510603
BROOKLYN,night,4,0.6022440780665388,12.521360249581246
BROOKLYN,day,2,0.15095347582125107,14.540293341858828
BROOKLYN,day,1,0.25289458764474243,16.52270102503557
MANHATTAN,day,4,0.35676794880120544,12.462003621037493
BROOKLYN,day,2,0.3543630453563438,15.222914222544984
BROOKLYN,day,2,0.7060787202221835,16.473127244189556
QUEENS,day,2,0.11651379550626934,11.566395120485343
BRONX,night,3,0.7801135993445679,16.68206900432679
BROOKLYN,night,3,0.3388082273262399,12.93352616844463
BROOKLYN,day,1,0.3790196615944922,16.56752820246529
MANHATTAN,day,5,0.5751188451495318,12.57405840860509
MANHATTAN,day,4,0.2943330408450618,12.33151077923347
MANHATTAN,night,2,0.8960241822179748,17.40896541924796
BROOKLYN,night,2,0.17683190139390875,15.292909862806239
MANHATTAN,day,3,0.4999441260709584,15.095055401742043
STATEN ISLAND,day,3,0.8644800425094009,14.775936360924526
BROOKLYN,night,2,0.6542595049791122,17.369701988567925
BROOKLYN,day,2,0.3630965642583701,15.243978300017243
BROOKLYN,day,4,0.47868418699881465,13.431922442879939
MANHATTAN,day,2,0.7360249423082632,18.72974253158484
BROOKLYN,day,3,0.9759346690275094,18.204990823474333
QUEENS,day,4,0.9038248465414901,16.096054189392703
BROOKLYN,night,3,0.40818952754413906,14.713581387802071
BROOKLYN,night,2,0.9983780913590717,18.89687412943969
STATEN ISLAND,day,3,0.10315419717795245,8.723020894364492
BRONX,night,1,0.12486678022757358,16.712991591084645
QUEENS,day,4,0.8414564636540744,13.78419896573495
BROOKLYN,night,3,0.2795164181497468,12.249127821940728
QUEENS,day,4,0.1546923415566168,7.521428038800682
MANHATTAN,night,5,0.31343326591285203,10.943483954808073
BROOKLYN,night,5,0.48349013858277423,11.121349825532558
MANHATTAN,day,5,0.7575096433900643,11.605674758536042
BROOKLYN,night,3,0.661901973896085,15.846291680884363
BROOKLYN,night,3,0.31385909580437843,12.442253817886732
MANHATTAN,night,3,0.5529434032905259,18.52251013013485
STATEN ISLAND,day,3,0.9335926948587119,14.785119086072584
BRONX,night,4,0.833506999285382,13.99556349671763
QUEENS,night,2,0.39087080634861404,13.29092877216075
BROOKLYN,day,5,0.9840381052201267,15.729699509181192
BRONX,night,4,0.7377583603916179,13.448098389187813
MANHATTAN,day,5,0.1562044201001036,8.645431746132077
QUEENS,day,4,0.13164464195977482,10.304036184643186
MANHATTAN,day,2,0.25156715410902697,13.278762979212853
QUEENS,day,2,0.7550702812451321,17.458089483592094
MANHATTAN,day,2,0.2653650332581851,17.16255237609923
BRONX,day,2,0.5603380922879502,16.62212699927378
BRONX,night,3,0.18393410816274858,12.661049682569775
MANHATTAN,day,4,0.9287975420471756,17.181256283595623
BROOKLYN,day,4,0.4095645522252108,14.113819223874494
STATEN ISLAND,day,3,0.9173188509045677,16.814445282902614
BROOKLYN,day,1,0.9503880777194899,20.905126171904314
BRONX,night,2,0.10551578258231271,14.070522267548235
BROOKLYN,night,1,0.5177216684788588,16.50206893455445
BROOKLYN,night,3,0.12219045013620361,12.72579023478211
MANHATTAN,day,3,0.9178234896726153,16.459185517451502
MANHATTAN,day,1,0.5665667902611182,18.142257234339315
QUEENS,day,2,0.16744961142864714,9.189347864114321
BROOKLYN,day,2,0.1992490554489102,14.376834451658873
BROOKLYN,day,3,0.44515812204346517,13.1208813799525
BROOKLYN,night,3,0.9462107735856005,18.483744286551754
BROOKLYN,day,3,0.7236182364112728,16.171749669399755
BRONX,night,3,0.8808569795702191,17.774485440848377
STATEN ISLAND,day,5,0.42981098170598175,7.693455527481835
BROOKLYN,day,2,0.1388923295949985,14.74886338695905
BRONX,day,3,0.9768858734839727,19.576785790881814
QUEENS,day,4,0.1154556915961326,10.267451955293135
BROOKLYN,night,3,0.9528864877729801,18.142180980955114
STATEN ISLAND,day,5,0.43180968146423027,9.210280141191419
MANHATTAN,day,3,0.10908136451969337,11.779426332699568
MANHATTAN,night,3,0.7202415085520575,17.295000652830183
BRONX,day,1,0.9824862736282187,18.47886128610094
BROOKLYN,day,3,0.9690631505538333,16.797604328694934
BRONX,day,2,0.2448433100821766,11.766213352729531
BRONX,day,2,0.2631230254595395,13.165912012708908
MANHATTAN,night,3,0.6089850231576941,16.428856760797284
BRONX,night,3,0.673574343785492,15.684705286070253
BROOKLYN,night,1,0.7654761222992791,19.236691229587883
BROOKLYN,day,3,0.2629453244249328,12.913625801636476
QUEENS,day,3,0.963106378087991,14.19715391613489
BRONX,night,2,0.6748653306603141,16.239549912606943
MANHATTAN,day,3,0.8623422269834994,16.48760254767049
BROOKLYN,day,4,0.5860591437557546,12.418512805794958
QUEENS,day,3,0.4728491628308944,13.993013911777318
QUEENS,day,3,0.9794646159354964,15.533911211774354
QUEENS,day,2,0.6239092337378525,15.129792999143149
MANHATTAN,night,3,0.880186224519261,14.916727364523776
MANHATTAN,night,5,0.9579631567296609,14.373812702291394
BROOKLYN,day,3,0.7078191643077933,14.295419510744313
BRONX,day,1,0.5940448106668075,17.856334783761824
MANHATTAN,day,3,0.10315976581958557,11.229208821736346
MANHATTAN,night,4,0.1360176766651054,11.109565592982245
STATEN ISLAND,day,1,0.2807660944460047,14.251356701008218
MANHATTAN,night,5,0.2674075886703957,12.244599454008357
STATEN ISLAND,day,5,0.3292829156798608,8.937000528462926
QUEENS,day,1,0.3744411739278948,13.626302183456552
BRONX,day,5,0.4240589441956555,8.738516524348512
MANHATTAN,night,3,0.4784839210619889,14.876395097693727
MANHATTAN,day,4,0.1889797046104132,10.212550541896505
QUEENS,day,3,0.13812573875750384,7.535775185640752
BRONX,day,3,0.7065500041657211,16.912030603677678
QUEENS,night,3,0.5836013423587699,14.857677545618492
MANHATTAN,night,4,0.4997297819981077,13.973415831177824
QUEENS,day,1,0.6709959470515171,17.032686001269763
QUEENS,night,3,0.8449114664831865,16.205136657352625
QUEENS,day,2,0.4849236182045842,14.10677112926474
QUEENS,day,2,0.6770075185467814,16.44637763081531
BRONX,day,2,0.9582150014516428,17.423697638431904
QUEENS,day,3,0.8556620462754047,17.581349441457345
MANHATTAN,night,2,0.4834007294521685,14.557820756540881
BROOKLYN,night,2,0.6802451540332687,18.500334096629246
MANHATTAN,day,2,0.2593638297243458,15.032563886829044
BROOKLYN,day,1,0.6044699664055809,17.54169438722589
BROOKLYN,night,3,0.9831954620245985,17.591174009194773
MANHATTAN,night,5,0.56648360368227,13.062161032548573
BROOKLYN,day,2,0.9348744692711326,20.31678013429564
MANHATTAN,night,5,0.4666014284529346,11.908680912704314
BRONX,day,4,0.9989603444661681,14.52440693671536
BRONX,day,3,0.621298031704802,14.805193354600158
MANHATTAN,night,3,0.13804209481234112,14.777425500275063
STATEN ISLAND,day,4,0.6280793170222493,13.49972926325977
BROOKLYN,day,2,0.347115426111637,15.946766443474873
MANHATTAN,day,3,0.12923318983230525,13.494840158056848
MANHATTAN,night,3,0.838767974225197,17.99133194119163
BROOKLYN,night,3,0.34815667328268035,14.653524177749267
QUEENS,day,4,0.8168936986418487,13.36185449830573
QUEENS,day,1,0.3593958246602803,14.109969581361815
MANHATTAN,day,3,0.2748937184863969,13.569613371046051
MANHATTAN,day,3,0.9765420166939847,17.066425204377673
BROOKLYN,day,3,0.42548079497951763,12.499600260914242
MANHATTAN,night,2,0.6412385902988444,16.60371654503697
MANHATTAN,day,3,0.6489833435330244,18.90076844240508
MANHATTAN,day,4,0.6044261339561516,14.192119431605999
BRONX,day,3,0.9232261691690932,17.13525950323229
BRONX,day,4,0.7069969642301817,12.228644899091075
BROOKLYN,night,3,0.46335970369443713,11.799334523462687
BRONX,day,2,0.8761423460718466,17.012062077724433
BROOKLYN,day,1,0.262956609204368,17.63505266207889
BROOKLYN,day,1,0.5898130818493758,18.43491559131277
MANHATTAN,day,3,0.9554953347493808,18.629033785604246
QUEENS,day,2,0.6628578668923715,16.99485538184289
STATEN ISLAND,day,4,0.8352716054273885,12.51964617952009
QUEENS,day,4,0.6882046529906736,14.73888894520742
BROOKLYN,day,1,0.8554337771841013,19.00095043263004
QUEENS,day,2,0.9500390918607192,19.662732928209742
MANHATTAN,day,2,0.3456295547794631,16.07735469342892
BRONX,night,3,0.252694973131047,10.195663140256219
BROOKLYN,day,2,0.535591675299286,15.183734505524717
BROOKLYN,day,2,0.7316761841417943,15.213968957475139
BROOKLYN,day,5,0.3044721278639945,11.175007390469014
QUEENS,day,4,0.10369130538715038,9.244310980053596
MANHATTAN,night,2,0.40864160425303486,13.28215949970499
QUEENS,day,3,0.9719734019210096,16.96872337055015
MANHATTAN,night,3,0.725470714545262,15.770962529678219
QUEENS,day,4,0.4611928995471015,9.817186821016172
BRONX,day,3,0.2733184876121563,14.490129173841451
BRONX,night,2,0.42048070637927226,15.161867630781165
BROOKLYN,day,4,0.25285548997112317,10.691443002036326
BROOKLYN,day,3,0.19567523918165627,11.792579317497546
MANHATTAN,day,2,0.9160681353152985,17.438507516560115
QUEENS,night,3,0.9978853045379262,15.120795799995587
MANHATTAN,day,3,0.2477029956362113,14.851969613485473
BROOKLYN,night,2,0.14907030299045176,13.000297525695075
MANHATTAN,day,2,0.39675799643159115,15.905408217929578
MANHATTAN,night,3,0.5154932626852738,12.59750963601299
QUEENS,day,1,0.284339122368269,13.666493852439142
MANHATTAN,night,4,0.37128242061870265,13.24511075787127
QUEENS,day,2,0.28078366212249195,14.078347915932799
BROOKLYN,night,1,0.7968345115892062,21.483474563799017
